Disease, medicine_1, medicine_2, medicine_3, medicine_4, medicine_5, medicine_6
Hyperpigmentation, Kojic acid, Vitamin C, Tretinoin, Hydroquinone, Azelaic acid, Corticosteroids
Osteoporosis, Bisphosphonates, Calcium supplements, Vitamin D, Hormone replacement therapy, Denosumab, Raloxifene
Osteoporosis, Calcium supplements, Bisphosphonates, Raloxifene, Denosumab, Vitamin D, Hormone replacement therapy
Osteoporosis, Raloxifene, Bisphosphonates, Calcium supplements, Denosumab, Hormone replacement therapy, Vitamin D
Osteoporosis, Denosumab, Hormone replacement therapy, Raloxifene, Calcium supplements, Bisphosphonates, Vitamin D
Osteoporosis, Vitamin D, Denosumab, Bisphosphonates, Raloxifene, Calcium supplements, Hormone replacement therapy
Osteoporosis, Hormone replacement therapy, Raloxifene, Calcium supplements, Bisphosphonates, Vitamin D, Denosumab
Osteoporosis, Bisphosphonates, Denosumab, Calcium supplements, Hormone replacement therapy, Raloxifene, Vitamin D
Osteoporosis, Raloxifene, Calcium supplements, Vitamin D, Hormone replacement therapy, Bisphosphonates, Denosumab
Osteoporosis, Denosumab, Vitamin D, Bisphosphonates, Raloxifene, Hormone replacement therapy, Calcium supplements
Osteoporosis, Calcium supplements, Hormone replacement therapy, Denosumab, Bisphosphonates, Raloxifene, Vitamin D
Osteoporosis, Vitamin D, Raloxifene, Bisphosphonates, Calcium supplements, Denosumab, Hormone replacement therapy
Osteoporosis, Hormone replacement therapy, Vitamin D, Calcium supplements, Raloxifene, Denosumab, Bisphosphonates
Osteoporosis, Denosumab, Bisphosphonates, Hormone replacement therapy, Calcium supplements, Raloxifene, Vitamin D
Osteoporosis, Raloxifene, Hormone replacement therapy, Vitamin D, Denosumab, Calcium supplements, Bisphosphonates
Osteoporosis, Calcium supplements, Denosumab, Raloxifene, Bisphosphonates, Hormone replacement therapy, Vitamin D
Osteoporosis, Bisphosphonates, Hormone replacement therapy, Calcium supplements, Raloxifene, Vitamin D, Denosumab
Osteoporosis, Raloxifene, Vitamin D, Denosumab, Bisphosphonates, Calcium supplements, Hormone replacement therapy
Osteoporosis, Vitamin D, Bisphosphonates, Hormone replacement therapy, Raloxifene, Denosumab, Calcium supplements
Psychosis, Antipsychotics, Atypical antipsychotics, Mood stabilizers, Antidepressants, Benzodiazepines, Electroconvulsive therapy (ECT)
Psychosis, Atypical antipsychotics, Antipsychotics, Mood stabilizers, Benzodiazepines, Antidepressants, Electroconvulsive therapy (ECT)
Psychosis, Mood stabilizers, Antidepressants, Atypical antipsychotics, Antipsychotics, Benzodiazepines, Electroconvulsive therapy (ECT)
Psychosis, Antidepressants, Benzodiazepines, Antipsychotics, Mood stabilizers, Atypical antipsychotics, Electroconvulsive therapy (ECT)
Psychosis, Benzodiazepines, Antipsychotics, Atypical antipsychotics, Mood stabilizers, Antidepressants, Electroconvulsive therapy (ECT)
Psychosis, Electroconvulsive therapy (ECT), Antipsychotics, Atypical antipsychotics, Mood stabilizers, Antidepressants, Benzodiazepines
Psychosis, Atypical antipsychotics, Mood stabilizers, Antidepressants, Benzodiazepines, Electroconvulsive therapy (ECT), Antipsychotics
Psychosis, Mood stabilizers, Antipsychotics, Antidepressants, Electroconvulsive therapy (ECT), Atypical antipsychotics, Benzodiazepines
Psychosis, Antipsychotics, Benzodiazepines, Mood stabilizers, Electroconvulsive therapy (ECT), Antidepressants, Atypical antipsychotics
Psychosis, Antidepressants, Atypical antipsychotics, Mood stabilizers, Benzodiazepines, Electroconvulsive therapy (ECT), Antipsychotics
Psychosis, Benzodiazepines, Electroconvulsive therapy (ECT), Antipsychotics, Atypical antipsychotics, Mood stabilizers, Antidepressants
Psychosis, Mood stabilizers, Atypical antipsychotics, Benzodiazepines, Electroconvulsive therapy (ECT), Antidepressants, Antipsychotics
Psychosis, Atypical antipsychotics, Electroconvulsive therapy (ECT), Mood stabilizers, Antidepressants, Benzodiazepines, Antipsychotics
Psychosis, Antipsychotics, Mood stabilizers, Electroconvulsive therapy (ECT), Antidepressants, Atypical antipsychotics, Benzodiazepines
Psychosis, Antidepressants, Atypical antipsychotics, Benzodiazepines, Antipsychotics, Mood stabilizers, Electroconvulsive therapy (ECT)
Psychosis, Electroconvulsive therapy (ECT), Benzodiazepines, Atypical antipsychotics, Mood stabilizers, Antidepressants, Antipsychotics
Parkinson, Levodopa, Carbidopa, Dopamine agonists, MAO-B inhibitors, Anticholinergics, Amantadine
Parkinson, Carbidopa, Levodopa, MAO-B inhibitors, Dopamine agonists, Amantadine, Anticholinergics
Parkinson, Dopamine agonists, Levodopa, Anticholinergics, Amantadine, MAO-B inhibitors, Carbidopa
Parkinson, MAO-B inhibitors, Anticholinergics, Carbidopa, Levodopa, Amantadine, Dopamine agonists
Parkinson, Amantadine, MAO-B inhibitors, Carbidopa, Anticholinergics, Dopamine agonists, Levodopa
Parkinson, Anticholinergics, Levodopa, MAO-B inhibitors, Amantadine, Carbidopa, Dopamine agonists
Parkinson, Levodopa, MAO-B inhibitors, Dopamine agonists, Anticholinergics, Carbidopa, Amantadine
Parkinson, Carbidopa, Anticholinergics, Amantadine, MAO-B inhibitors, Levodopa, Dopamine agonists
Parkinson, Amantadine, Levodopa, Anticholinergics, Dopamine agonists, Carbidopa, MAO-B inhibitors
Parkinson, Dopamine agonists, Anticholinergics, Levodopa, MAO-B inhibitors, Carbidopa, Amantadine
Parkinson, MAO-B inhibitors, Amantadine, Levodopa, Anticholinergics, Carbidopa, Dopamine agonists
Parkinson, Anticholinergics, Carbidopa, Amantadine, Levodopa, Dopamine agonists, MAO-B inhibitors
Parkinson, Carbidopa, Amantadine, Dopamine agonists, MAO-B inhibitors, Anticholinergics, Levodopa
Parkinson, Dopamine agonists, Levodopa, Anticholinergics, Carbidopa, MAO-B inhibitors, Amantadine
Parkinson, Amantadine, Anticholinergics, Carbidopa, Levodopa, MAO-B inhibitors, Dopamine agonists
Parkinson, Levodopa, Anticholinergics, MAO-B inhibitors, Amantadine, Carbidopa, Dopamine agonists
Parkinson, MAO-B inhibitors, Levodopa, Dopamine agonists, Amantadine, Anticholinergics, Carbidopa
Parkinson, Anticholinergics, MAO-B inhibitors, Carbidopa, Levodopa, Dopamine agonists, Amantadine
Scabies, Permethrin, Ivermectin, Benzyl benzoate, Sulfur ointment, Crotamiton, Lindane
Scabies, Ivermectin, Permethrin, Sulfur ointment, Benzyl benzoate, Crotamiton, Lindane
Scabies, Benzyl benzoate, Crotamiton, Permethrin, Lindane, Ivermectin, Sulfur ointment
Scabies, Sulfur ointment, Lindane, Ivermectin, Permethrin, Crotamiton, Benzyl benzoate
Scabies, Crotamiton, Permethrin, Benzyl benzoate, Sulfur ointment, Ivermectin, Lindane
Scabies, Lindane, Crotamiton, Benzyl benzoate, Ivermectin, Sulfur ointment, Permethrin
Scabies, Permethrin, Sulfur ointment, Lindane, Crotamiton, Ivermectin, Benzyl benzoate
Scabies, Ivermectin, Benzyl benzoate, Permethrin, Crotamiton, Lindane, Sulfur ointment
Scabies, Benzyl benzoate, Ivermectin, Sulfur ointment, Crotamiton, Permethrin, Lindane
Scabies, Crotamiton, Ivermectin, Benzyl benzoate, Lindane, Permethrin, Sulfur ointment
Scabies, Sulfur ointment, Permethrin, Crotamiton, Ivermectin, Benzyl benzoate, Lindane
Scabies, Lindane, Permethrin, Crotamiton, Ivermectin, Sulfur ointment, Benzyl benzoate
Scabies, Ivermectin, Crotamiton, Benzyl benzoate, Sulfur ointment, Lindane, Permethrin
Scabies, Benzyl benzoate, Sulfur ointment, Crotamiton, Ivermectin, Permethrin, Lindane
Scabies, Crotamiton, Benzyl benzoate, Permethrin, Sulfur ointment, Ivermectin, Lindane
Scabies, Lindane, Sulfur ointment, Ivermectin, Crotamiton, Benzyl benzoate, Permethrin
Pyrexia, Acetaminophen, Ibuprofen, Aspirin, Naproxen, Diclofenac, Corticosteroids
Pyrexia, Ibuprofen, Acetaminophen, Naproxen, Corticosteroids, Aspirin, Diclofenac
Pyrexia, Aspirin, Acetaminophen, Ibuprofen, Diclofenac, Naproxen, Corticosteroids
Pyrexia, Naproxen, Aspirin, Corticosteroids, Acetaminophen, Ibuprofen, Diclofenac
Pyrexia, Diclofenac, Naproxen, Ibuprofen, Corticosteroids, Aspirin, Acetaminophen
Pyrexia, Corticosteroids, Acetaminophen, Naproxen, Ibuprofen, Diclofenac, Aspirin
Pyrexia, Acetaminophen, Diclofenac, Corticosteroids, Naproxen, Ibuprofen, Aspirin
Pyrexia, Naproxen, Acetaminophen, Ibuprofen, Corticosteroids, Diclofenac, Aspirin
Pyrexia, Ibuprofen, Corticosteroids, Aspirin, Acetaminophen, Naproxen, Diclofenac
Pyrexia, Corticosteroids, Aspirin, Ibuprofen, Diclofenac, Naproxen, Acetaminophen
Pyrexia, Diclofenac, Acetaminophen, Corticosteroids, Ibuprofen, Aspirin, Naproxen
Pyrexia, Naproxen, Ibuprofen, Diclofenac, Acetaminophen, Aspirin, Corticosteroids
Pyrexia, Aspirin, Naproxen, Corticosteroids, Diclofenac, Acetaminophen, Ibuprofen
Pyrexia, Ibuprofen, Aspirin, Acetaminophen, Corticosteroids, Naproxen, Diclofenac
Pyrexia, Acetaminophen, Corticosteroids, Ibuprofen, Aspirin, Naproxen, Diclofenac
Pyrexia, Corticosteroids, Naproxen, Acetaminophen, Ibuprofen, Diclofenac, Aspirin
Pyrexia, Diclofenac, Aspirin, Corticosteroids, Naproxen, Acetaminophen, Ibuprofen
Pyrexia, Naproxen, Diclofenac, Acetaminophen, Corticosteroids, Ibuprofen, Aspirin
Schizophrenia, Antipsychotics, Atypical antipsychotics, Mood stabilizers, Antidepressants, Benzodiazepines, Electroconvulsive therapy (ECT)
Schizophrenia, Atypical antipsychotics, Antipsychotics, Mood stabilizers, Antidepressants, Electroconvulsive therapy (ECT), Benzodiazepines
Schizophrenia, Mood stabilizers, Antidepressants, Atypical antipsychotics, Antipsychotics, Benzodiazepines, Electroconvulsive therapy (ECT)
Schizophrenia, Antidepressants, Benzodiazepines, Antipsychotics, Atypical antipsychotics, Mood stabilizers, Electroconvulsive therapy (ECT)
Schizophrenia, Benzodiazepines, Atypical antipsychotics, Mood stabilizers, Antipsychotics, Electroconvulsive therapy (ECT), Antidepressants
Schizophrenia, Electroconvulsive therapy (ECT), Antipsychotics, Mood stabilizers, Atypical antipsychotics, Benzodiazepines, Antidepressants
Schizophrenia, Atypical antipsychotics, Antidepressants, Mood stabilizers, Electroconvulsive therapy (ECT), Antipsychotics, Benzodiazepines
Schizophrenia, Mood stabilizers, Benzodiazepines, Electroconvulsive therapy (ECT), Antipsychotics, Atypical antipsychotics, Antidepressants
Schizophrenia, Antipsychotics, Electroconvulsive therapy (ECT), Mood stabilizers, Atypical antipsychotics, Benzodiazepines, Antidepressants
Schizophrenia, Antidepressants, Atypical antipsychotics, Benzodiazepines, Antipsychotics, Mood stabilizers, Electroconvulsive therapy (ECT)
Schizophrenia, Benzodiazepines, Electroconvulsive therapy (ECT), Antipsychotics, Mood stabilizers, Atypical antipsychotics, Antidepressants
Schizophrenia, Mood stabilizers, Atypical antipsychotics, Electroconvulsive therapy (ECT), Benzodiazepines, Antidepressants, Antipsychotics
Schizophrenia, Atypical antipsychotics, Electroconvulsive therapy (ECT), Antidepressants, Benzodiazepines, Antipsychotics, Mood stabilizers
Schizophrenia, Antipsychotics, Mood stabilizers, Antidepressants, Benzodiazepines, Electroconvulsive therapy (ECT), Atypical antipsychotics
Schizophrenia, Antidepressants, Atypical antipsychotics, Benzodiazepines, Electroconvulsive therapy (ECT), Antipsychotics, Mood stabilizers
Schizophrenia, Electroconvulsive therapy (ECT), Benzodiazepines, Antipsychotics, Mood stabilizers, Atypical antipsychotics, Antidepressants
Thrombolysis, Alteplase, Tenecteplase, Reteplase, Streptokinase, Urokinase, Anticoagulants
Thrombolysis, Tenecteplase, Alteplase, Urokinase, Reteplase, Anticoagulants, Streptokinase
Thrombolysis, Reteplase, Alteplase, Anticoagulants, Tenecteplase, Streptokinase, Urokinase
Thrombolysis, Streptokinase, Reteplase, Anticoagulants, Alteplase, Tenecteplase, Urokinase
Thrombolysis, Urokinase, Tenecteplase, Alteplase, Reteplase, Anticoagulants, Streptokinase
Thrombolysis, Anticoagulants, Streptokinase, Reteplase, Urokinase, Tenecteplase, Alteplase
Thrombolysis, Alteplase, Reteplase, Anticoagulants, Urokinase, Streptokinase, Tenecteplase
Thrombolysis, Tenecteplase, Anticoagulants, Alteplase, Urokinase, Reteplase, Streptokinase
Thrombolysis, Reteplase, Tenecteplase, Anticoagulants, Streptokinase, Alteplase, Urokinase
Thrombolysis, Urokinase, Anticoagulants, Reteplase, Tenecteplase, Alteplase, Streptokinase
Thrombolysis, Streptokinase, Tenecteplase, Anticoagulants, Reteplase, Urokinase, Alteplase
Thrombolysis, Anticoagulants, Alteplase, Tenecteplase, Reteplase, Urokinase, Streptokinase
Thrombolysis, Urokinase, Alteplase, Reteplase, Anticoagulants, Tenecteplase, Streptokinase
Thrombolysis, Reteplase, Urokinase, Anticoagulants, Streptokinase, Alteplase, Tenecteplase
Thrombolysis, Tenecteplase, Streptokinase, Urokinase, Alteplase, Anticoagulants, Reteplase
Thrombolysis, Anticoagulants, Reteplase, Streptokinase, Tenecteplase, Urokinase, Alteplase
Thrombolysis, Alteplase, Urokinase, Tenecteplase, Reteplase, Anticoagulants, Streptokinase
Constipation, Laxatives, Stool softeners, Fiber supplements, Osmotic agents, Prokinetic agents, Enemas
Constipation, Stool softeners, Laxatives, Fiber supplements, Prokinetic agents, Enemas, Osmotic agents
Constipation, Fiber supplements, Osmotic agents, Laxatives, Enemas, Stool softeners, Prokinetic agents
Constipation, Osmotic agents, Prokinetic agents, Stool softeners, Laxatives, Enemas, Fiber supplements
Constipation, Enemas, Laxatives, Fiber supplements, Osmotic agents, Prokinetic agents, Stool softeners
Constipation, Prokinetic agents, Stool softeners, Enemas, Laxatives, Fiber supplements, Osmotic agents
Constipation, Laxatives, Enemas, Prokinetic agents, Fiber supplements, Stool softeners, Osmotic agents
Constipation, Fiber supplements, Laxatives, Osmotic agents, Stool softeners, Enemas, Prokinetic agents
Constipation, Osmotic agents, Stool softeners, Laxatives, Fiber supplements, Enemas, Prokinetic agents
Constipation, Stool softeners, Osmotic agents, Enemas, Laxatives, Prokinetic agents, Fiber supplements
Constipation, Prokinetic agents, Fiber supplements, Laxatives, Enemas, Stool softeners, Osmotic agents
Constipation, Enemas, Prokinetic agents, Osmotic agents, Stool softeners, Laxatives, Fiber supplements
Constipation, Laxatives, Fiber supplements, Stool softeners, Prokinetic agents, Osmotic agents, Enemas
Constipation, Stool softeners, Enemas, Fiber supplements, Laxatives, Osmotic agents, Prokinetic agents
Constipation, Osmotic agents, Laxatives, Prokinetic agents, Fiber supplements, Enemas, Stool softeners
Constipation, Prokinetic agents, Enemas, Laxatives, Fiber supplements, Stool softeners, Osmotic agents
